MLS No,Latitude,Longitude
41030663,38.5193926,-121.4451855
ME223030117,37.236913,-122.0040104
CROC24027685,33.733151,-117.746241
41037083,37.8086306,-122.235312
41058335,37.8029341,-122.2423641
CRDW24110131,34.12329980000001,-118.2651561
CL23252913,34.0188272,-118.2947559
CRIN24114283,33.9802138,-118.2530592
CL23335141,34.0565829,-118.3682747
41060336,37.752153,-122.1668708
CL24381909,34.1633224,-118.1219373
CRPW23214556,33.7695747,-118.1751215
BA324013049,38.4963436,-122.7075522
CRSB23219298,33.9886554,-118.4239241
ML81919675,37.3190592,-121.8174213
CRSB24042660,33.9852426,-118.4217248
ML81911854,37.2693296,-121.8359692
ML81962649,37.2728542,-121.8902189
BA322099934,38.4603052,-122.6851658
CRV1-17787,34.2916269,-119.2022235
BA323917282,38.3370365,-122.3274058
CL23304807,34.0270127,-118.3442545
SF422709024,37.7416822,-122.4096961
CL22189725,34.103269,-118.4490824
ME223093034,38.6848687,-121.0389635
CROC24032989,33.6467451,-117.813043
CRSW23022686,33.5539143,-117.2139232
SF423720815,37.789553,-122.4232788
CROC24062386,34.0492728,-118.2090297
CL24378597,34.1272729,-118.1901575
ML81970745,37.2652495,-121.9092254
CRPW23170937,33.9166612,-118.2711856
ML81932683,37.753506,-122.46525
SF423723315,37.76144860000001,-122.4863071
ML81938868,37.40173100000001,-121.9235435
CRPV23200133,33.757534,-118.295013
ML81933972,37.3193687,-121.9705358
SF424010770,37.3358653,-121.8383509
41044630,37.7540701,-122.1263749
SF423925697,37.77405600000001,-122.469895
CRP1-10146,34.0812941,-118.1910148
CRCV23157095,34.144933,-117.6653842
CRBB24142620,34.0216784,-118.3747079
CL22197293,34.0148646,-118.4317369
SF423749496,37.7916716,-122.4145241
ML81921547,37.2640576,-121.8515838
ML81963986,37.2600546,-121.9118629
ME222111295,38.6391752,-121.3656659
41021896,37.7173473,-122.4646876
CROC23195397,33.6816107,-117.7144054
SF423733276,37.7790729,-122.410312
ML81940756,37.2885705,-121.8854958
SF423725248,37.7888062,-122.4212627
41022659,37.81926610000001,-122.2733419
SF423748535,37.784607,-122.4548855
ML81949719,37.343731,-121.8045008
CRSW23128062,33.4641587,-117.0743222
41013191,37.7792326,-122.1557226
CL23323541,34.050371,-118.3008141
ME222147959,38.504151,-121.4191275
SF424018316,37.7925778,-122.4073658
41042064,37.8847475,-122.051059
41060579,37.8380373,-122.2705542
ME223056127,38.837727,-121.259828
CRPTP2300512,32.7355601,-117.0848631
BA324002245,38.4610911,-122.6897444
CREV24065258,33.7225744,-117.0118137
CRNDP2405421,32.907558,-117.1518042
CREV23015137,33.54106520000001,-117.0936553
CRCV23097302,34.0843811,-118.164586
ML81933139,37.3322252,-121.8704258
CL23319381,34.066039,-118.3662296
ME222122547,38.6365643,-121.5123735
CL23276543,34.0647554,-118.4280274
ML81922279,37.3206311,-121.9336131
CL23286243,34.0549076,-118.242643
CROC23026494,33.8691681,-118.2050061
41041116,37.780113,-122.1883044
CL24420739,34.1161901,-118.2807207
CL23310559,33.9692912,-118.3108709
CRSB23072049,33.9839725,-118.3579379
ML81933346,37.2670559,-121.9054652
ML81968233,37.2471884,-121.822741
CL24389981,34.08561,-118.28367
SF424018296,37.7546329,-122.450483
CRMB24088442,33.8197473,-118.1054587
SF424010762,37.7831842,-122.4732714
ML81943812,37.27056470000001,-121.9102644
ML81953806,37.7596565,-122.4837615
CL24375885,33.2438199,-117.2949231
CRPW22237701,33.7685476,-118.1667277
CRPTP2400151,32.7061107,-117.0736842
CRSB23000904,33.9648427,-118.4065677
ML81936167,37.3817187,-121.8179039
BA324036439,38.0179999,-122.5712449
41019324,38.3323554,-122.3124921
CL24381359,33.9695754,-118.3949707
CL24392533,33.9575086,-118.233706
CL24371183,34.0507199,-118.3674575
CL24403273,34.0949606,-118.2709879
CRPTP2401004,32.8270941,-117.1833293
ME223098827,38.4555234,-121.3832174
CRSW23113372,33.5208083,-117.3433873
ME223117417,38.5342089,-121.4556387
CRPTP2304726,32.8119648,-117.0127193
ML81974207,37.2830285,-121.9149764
ME224033202,38.63014280000001,-121.5001605
CL22188261,33.7918663,-118.1208811
CRPW24010982,33.8566432,-117.5842721
CRNDP2308884,33.1507663,-117.3443119
CL23253899,33.97437290000001,-118.4226082
ME223007960,38.5437347,-121.4424411
SF424016919,37.7894162,-122.4852021
ML81956950,37.2191006,-121.9723277
CRPV24081103,33.8048051,-118.3719918
CRWS23115089,34.0877796,-118.2002323
ME224069707,38.45303639999999,-121.3819397
CRFR24010031,34.1116757,-118.3198298
ML81963394,37.2181913,-121.8564096
CRNDP2405976,33.1733378,-117.0947596
CRSW24045656,32.7134217,-117.0884786
CRPW23005562,33.8203828,-118.1149098
ML81934928,37.2307953,-121.7626826
CRCV23104469,34.046332,-118.2245573
SF423714277,37.7649561,-122.4368059
SF423759031,37.756776,-122.4197479
CL22222265,34.0332182,-118.3415153
CRNDP2404860,32.8025564,-117.0473621
ME222147080,38.5159733,-121.4501022
ME223110534,38.48768889999999,-121.3573238
CROC24123127,33.6029511,-117.7337996
41051989,37.84567140000001,-122.2657264
ML81934581,37.3135615,-121.9206483
ML81941055,37.2854134,-121.8870638
ME223100011,38.6392875,-121.4224195
ML81952111,37.2433904,-121.8394456
ML81961763,37.4005082,-121.8848534
ME224045239,38.5305908,-121.4834721
ML81924984,37.2737526,-121.8743061
SF422693534,37.7816647,-122.4321387
CL24356477,34.0487515,-118.4143199
CRPTP2403297,32.6877073,-117.0369744
CROC23115375,33.667482,-117.9643456
CL24398757,34.1047035,-118.2003063
CRPTP2305103,32.697384,-117.1315406
CRWS23156307,34.0717238,-118.2013304
SF424039820,37.7728773,-122.4226447
ML81944421,37.7241943,-122.4278847
CRDW24107582,33.9452832,-118.2596025
CRPW24060264,33.8647923,-118.1491317
SF423911662,37.7252251,-122.4281993
CRSB23132508,33.9439486,-118.2647004
41066895,37.7867739,-122.1894115
ME223086097,38.6765768,-121.5214375
CRPW22211917,33.7738086,-118.1527581
CL23258591,34.0716668,-118.3032484
ML81946044,37.2764511,-121.8105737
CRV1-16782,34.2760889,-119.1497969
CL24388667,34.08377,-118.28111
CRCV24065675,34.0410522,-117.022603
ME223074889,38.6210914,-121.0388726
41044924,37.8029163,-122.1838684
CRPW23067558,33.9420509,-118.2366535
ML81911329,37.3673099,-121.8122205
SF424018260,37.71990100000001,-122.471918
CRPW24031674,33.67708150000001,-117.9293695
CRPTP2300574,32.738863,-117.2195435
ML81953229,37.7441114,-122.4074062
CL23258904,34.0735604,-118.370354
ML81918890,37.3343505,-121.9465957
CL23247931,34.078389,-118.3480946
CROC23151245,33.9730359,-118.3234605
CRNDP2302917,32.9252375,-117.2321782
SF424022955,37.7451774,-122.4434105
CRSR23134604,34.1033604,-118.2548664
ML81929910,37.2457042,-121.9375176
ML81924239,37.3044853,-121.9572504
SF424010885,37.78687499999999,-122.458911
CL23318172,34.0099731,-118.4540178
BA323031623,38.27474429999999,-122.2872525
CRPTP2305977,32.7027291,-117.0768863
ML81940304,37.2905261,-121.759442
41025832,37.7621377,-122.4020629
ML81941670,37.267688,-121.930727
ML81958902,37.3045087,-121.8887746
ML81944505,37.30894869999999,-121.9432034
ML81951894,37.2739517,-121.8135087
41062577,37.8197903,-122.1976772
CL24346797,34.0047509,-118.4482939
SF423729224,37.757684,-122.415987
ML81932586,37.2741913,-121.8541449
SF424023048,37.75566269999999,-122.4416342
CRGD23105963,34.0674783,-118.1741726
CRNP22259539,33.6198094,-117.9336247
ML81963377,37.3052377,-121.9910516
CL24397917,34.1887446,-118.5135583
CRIV22120761,33.9944558,-118.3217234
ML81936937,37.2361955,-121.8068749
CRSC24069955,35.2634569,-120.6552436
CL23340869,34.0504856,-118.4690739
CRIV23182824,33.8213111,-117.545981
SF423902618,37.7312541,-122.4846911
ME223034897,38.4784826,-121.5149986
SF423731199,37.7428654,-122.4630821
CRPTP2207813,32.8050052,-117.0100823
41031138,37.7794612,-122.1942815
41040575,37.9170377,-121.718842
CL23314975,33.968747,-118.3768581
ME223093364,37.7760215,-122.1932907
41033432,37.8148973,-122.2405927
ML81943892,37.3202333,-121.9448002
CROC24033623,33.613313,-117.7484514
CRPTP2305472,32.69871200000001,-117.0802666
CRPTP2401558,32.7498907,-117.0676514
CL23305753,34.0653032,-118.427308
CRPTP2302791,32.7138463,-117.0841726
ML81951319,37.353017,-122.038219
CRNDP2307712,32.7859597,-117.0627725
CRSR23091853,34.041126,-118.32274
41027993,37.9080555,-121.7299018
ML81921930,37.251643,-121.9904697
SF423751164,37.797466,-122.2673806
ME223115102,38.5596808,-121.4882921
ML81914188,37.332683,-121.865154
CRPW23099982,33.833094,-118.1299655
CRSB23181647,33.9471493,-118.3065485
ML81918199,37.2681625,-121.8774684
CRWS23053503,33.6694089,-117.6868713
SF423916006,37.785672,-122.482105
CL23330595,34.1096965,-118.2201096
ML81970373,37.3140957,-121.9600867
CROC24023410,33.6717514,-117.9941561
CL24384611,34.0095583,-118.4548718
41024497,37.7427204,-122.1555424
CL23231825,34.1077091,-118.3361158
ML81973459,37.2312108,-121.8194034
SF424055277,37.7648403,-122.486047
CROC24125004,33.7193266,-117.7672147
ME223037199,38.7766242,-121.2079337
41064256,37.8169524,-122.2364889
ME223107708,38.6121698,-121.4141473
41022420,37.7793671,-122.1977409
CRRW24036028,34.2745468,-117.1781376
CRSB23032042,32.908091,-117.1291336
SF424030075,37.7190207,-122.4459931
ML81933265,37.735571,-122.42865
BA323012546,38.3407635,-122.3172637
SF424003222,37.7475959,-122.4259545
CL23232549,33.9614497,-118.398376
CRIV24114044,34.0462443,-118.427345
ML81930020,37.3913967,-121.8667618
CRSW23063171,33.4692571,-117.0940719
CRIV24032784,33.8683365,-117.3772321
CRSC24052511,35.2549848,-120.6923007
ME223116390,38.5673802,-121.4664397
CL24352535,33.9913202,-118.3043134
CL24379193,34.0007157,-118.253402
CRPTP2404133,32.7417219,-117.1325434
SF423716690,37.73805,-122.4704532
41053437,37.8696921,-122.0773834
CRNDP2208501,33.0067532,-117.0611532
CL23252427,33.9734834,-118.4189072
SF424004993,37.3054394,-121.8479103
CRSR24049053,34.0054733,-118.4320733
ML81924628,37.3300345,-121.9304449
SF424037030,37.7951111,-122.4261835
CRDW22253568,34.0271587,-118.3431474
CL24391435,34.0238626,-118.4441333
ML81923362,37.349687,-121.8844221
ML81935634,37.3311532,-121.8491449
CL23271895,34.1164916,-118.3181088
CL23283793,34.1134435,-118.2248164
CRGD23108676,34.0281483,-118.3392385
ML81925278,37.3214126,-121.9345587
CL24366161,34.059858,-118.4381717
CRDW23211001,33.9494642,-118.2527625
ML81916985,37.3858766,-121.8547457
CRPW23189402,33.840752,-118.1712694
ML81945994,37.2756517,-121.9106384
CRSR23226844,34.0286429,-118.1847917
SF424034005,37.7814187,-122.4014022
CL23246047,34.073148,-118.388247
SF422710660,37.7825768,-122.393874
ML81930635,37.2437295,-121.7967739
ML81966982,37.3312392,-121.9450645
CL23302709,34.1059483,-118.2624857
ML81950597,37.2739264,-121.9311622
ML81960667,37.3055485,-121.8937544
SF423724864,37.766356,-122.4499201
CRSR23138013,34.1765358,-118.4253693
ML81920452,37.7718398,-122.4417457
41008668,37.7336462,-122.4521986
CRPW23205538,33.8101272,-118.1119977
41055876,37.8099775,-122.2099527
ME223024295,37.7772953,-122.1698531
CRTR23147275,33.7352134,-117.7692263
CRNP24129691,33.6075729,-117.892197
CL23335209,34.0626924,-118.4333078
41055839,37.7966203,-122.2125555
CRDW22251733,34.1001919,-118.2333603
CRTR24038191,32.7679069,-117.1838007
41030355,37.8296543,-122.2097314
CL22226193,33.9618322,-118.403624
CL22223377,34.1887216,-118.5115806
ML81953147,37.762567,-122.441258
CRSR24025565,33.8006707,-116.5300115
CRPTP2207482,32.562635,-117.0725994
41067072,37.8287204,-122.2464928
CL23313683,34.140966,-118.1978438
ML81916795,37.3168219,-121.8965839
ML81963453,37.3706693,-121.8528062
CL23253793,33.8126681,-118.2113669
41036513,37.7819963,-122.2306466
41027115,37.8071399,-122.2302276
CRSB23139339,33.8771178,-118.3422326
ME223020413,38.6617328,-121.5435152
CROC24072934,33.6468552,-117.813191
CRNDP2303261,32.9060143,-117.0976356
CRSB23052463,34.0122344,-118.2490667
CL24377929,34.0493413,-118.3502325
CRSB24007794,33.8697777,-118.3298379
CL24388463,33.9647833,-118.4207243
CROC24128003,33.7290228,-117.7526734
CROC24073290,34.0326325,-118.3248176
41052432,37.87227,-122.0822649
CRPTP2304877,32.6826359,-117.0329999
ME224085132,38.5396748,-121.4569199
CRPW23041064,33.7759871,-118.159748
BA323006952,38.3032667,-122.2739179
ME223082221,37.7836677,-122.2133085
CL23255087,34.0649935,-118.4366024
CL24387695,33.9710624,-118.4229716
CRNDP2301853,32.5661627,-117.0962316
CL22221709,34.0929602,-118.3364778
ML81916301,37.2668342,-121.9108489
CL23279779,34.1070325,-118.2803911
SF424005077,37.748887,-122.4393972
CRPTP2402175,32.7093679,-117.0273291
CRIG23141730,34.0388004,-118.4350239
CRCV24153538,33.9513715,-118.2603801
CL23259263,34.0894969,-118.3746583
ML81920665,37.2405411,-121.811777
CRNDP2307774,32.8249965,-117.2006308
41054069,37.92824880000001,-122.0533418
CL23307459,34.0581412,-118.3412337
CRRS22222813,34.052601,-118.3587911
ML81926901,37.3104529,-121.7601678
CL23251575,34.1016838,-118.2693017
41062327,37.8051467,-122.4384501
CL24400839,34.1395916,-118.4585885
SF423911231,37.7296151,-122.4914773
SF422710839,37.7435525,-122.4246264
SF424002124,37.7547899,-122.4676551
ML81976991,37.2721643,-121.8353809
SF424028912,37.7500635,-122.4312127
SF423731815,37.7622991,-122.3884155
SF423908481,37.7893759,-122.3909719
SF424001437,37.767567,-122.4366523
ME223012484,38.5647327,-121.4818261
SF423911359,37.7999987,-122.4136779
ME223015846,38.6771208,-121.5147289
CL24345619,33.9947689,-118.3747683
41038761,37.8391425,-122.2755271
CROC24021735,33.4857971,-117.7092248
CL23234649,34.0318716,-118.3966012
SF423927882,37.7405939,-122.414967
CRSB23178674,33.8135421,-118.3604649
41057382,37.80832600000001,-122.2096554
ML81967007,37.29671200000001,-121.998116
CRGD23194516,34.0577667,-118.1858151
CRDW23113255,34.0070283,-118.3129031
ML81951799,37.3254207,-121.9353561
CL23327976,34.1046558,-118.1816266
CL23322517,34.0688908,-118.4329636
CRSR24008666,34.1968538,-118.5124657
ML81976182,37.2385525,-121.9380371
CL24349213,33.9742146,-118.3911865
CRPTP2305261,32.7490871,-117.0502725
CROC23047115,33.7251543,-118.0744579
CRPV24112221,33.9756527,-118.2657275
CRGD23207655,34.1313029,-118.2137696
SF424053040,37.7112916,-122.4368115
CRPTP2207360,32.705494,-117.060998
ML81896862,37.3074553,-121.8099279
CRSR23093121,34.0162201,-118.317354
ML81971785,37.2810109,-121.9076467
ML81969571,37.3106359,-121.7884507
CROC23152017,33.4748406,-117.6186093
ML81951922,37.2609135,-121.9397783
SF423919045,37.7300663,-122.4944133
CL23330107,33.8292225,-116.5352491
SF422700690,37.7414546,-122.4648377
SF424000930,37.7916013,-122.4425023
CRWS23116868,33.6884167,-117.7400852
41042092,37.9197673,-122.3552599
41043471,37.763019,-122.1906731
CRNDP2303303,32.9243761,-117.0758705
ME224082664,38.5175236,-121.4505331
SF423925491,37.7738376,-122.5034043
BA323053406,38.4727795,-122.7427355
ML81915720,37.8334916,-122.1970199
CRPTP2300172,33.0008658,-117.0984634
41025477,37.9046673,-121.7297649
CRNP23023117,33.715294,-117.757153
41028834,37.7945548,-122.2504532
CL24370631,34.0913145,-118.2617322
CROC23040564,33.6590325,-117.976948
CRSW23219280,32.7594431,-117.1038317
CROC23096229,33.6674164,-117.95515
CROC23207049,32.6948473,-117.0323535
ML81944579,37.2698307,-121.8392533
ML81917293,37.2654596,-121.8925149
ML81927623,37.2716888,-121.8816004
ML81919491,37.3707555,-121.8191919
ML81926402,37.3129958,-121.765017
ML81949554,37.2467303,-121.9282847
CRSW23182732,33.490324,-117.190773
ML81969269,37.3195789,-121.9691626
CREV22260223,34.0549076,-118.242643
SF424036651,37.7547258,-122.4543964
CROC23227001,33.7047994,-117.7414789
ME223003155,38.5157594,-121.4580183
41069685,37.8342232,-122.272701
ME223099619,39.1230705,-121.0638603
41063216,37.8045428,-122.2174918
CRDW24110576,34.0159907,-118.1433081
CRCV23022856,34.032026,-117.1144699
CL24342737,34.0355592,-118.46293
BA323916902,38.3109283,-122.3496092
CRPW23065381,33.6015155,-117.7070417
CL23290313,34.0574425,-118.4266064
CL23264129,33.9841704,-118.4232954
41014672,37.8784111,-122.0801794
CL24383165,34.0810712,-118.3393729
CRPTP2301493,32.67735280000001,-117.06899
SF424021277,37.7984466,-122.4152176
CRCV24072960,34.0588157,-118.305727
CROC24046222,33.6063585,-117.718518
41016826,37.8499405,-122.0602179
ML81963102,37.2277852,-121.7921064
CRSB23011206,33.9751848,-118.2998559
CL23315581,33.8127477,-116.5323165
CL24373125,34.1112097,-118.3161799
CROC23224240,33.6138057,-117.744183
CRP1-13853,34.0122311,-118.3439881
ML81919208,37.2560546,-121.8523035
ME223082886,38.6113948,-121.3574422
CL23279359,34.0822045,-118.2989663
ML81938305,37.2113777,-121.8540468
CRCV24054719,33.9435278,-118.2548444
CL23334383,34.0563233,-118.4041164
SF424043809,37.752019,-122.4573023
CRWS23199979,33.9707912,-118.3059894
ML81939187,37.3060898,-121.9375463
41053085,37.8564357,-122.0650357
ML81952894,37.2614957,-121.902108
SF423917481,37.765462,-122.432267
ML81931362,37.2416154,-121.7580901
SF423919428,37.7350882,-122.4826324
CROC24140292,33.7657461,-118.1842113
ME223107179,37.2653456,-121.9083926
CRPW23182527,34.0691352,-118.2775122
CROC24036825,33.7268189,-117.7614692
CL23242886,34.0339987,-118.1630894
41016537,37.8066122,-122.2301911
SF424054776,37.78828499999999,-122.459025
SF423915270,37.733227,-122.4521973
41025718,37.7677286,-122.1989972
ML81945963,37.0937331,-121.9233603
CRNP23133363,33.7030632,-117.7383096
41031620,37.7681988,-122.187513
CL23256085,33.9769135,-118.2538191
CRSW23042417,33.5769999,-117.2380623
41031977,37.7785269,-122.2130127
CRSW23104774,33.5661568,-117.1015843
CRDW23132103,33.9496394,-118.24551
BA323030371,38.3807495,-122.3351138
CRRW23152707,34.2609486,-117.2233103
ME223108599,38.6098302,-121.5289166
CL24387953,34.1441244,-118.4228216
ME224007661,37.4083168,-121.8465518
BA323919978,38.32990119999999,-122.3292155
41034757,37.7532273,-122.1261112
SF424039919,37.7243231,-122.4660526
ML81964944,37.2994864,-121.9076171
CRPTP2402686,32.9517722,-117.1317272
CL24386867,33.9800406,-118.3140745
ML81915428,37.34464870000001,-121.9257322
SF424023714,37.7929839,-122.4117974
ML81960029,37.2417294,-121.8651378
SF423908113,37.7406492,-122.4560668
SF423715770,37.7942746,-122.4325557
SF424018145,37.7598709,-122.4043508
CRP1-15857,34.1596099,-118.1046553
CRSB23169623,33.8589604,-118.3413077
ME224075000,38.6595437,-121.4435868
CRDW23004197,33.9459256,-118.2493594
CL24350531,34.1069937,-118.3219476
CRSB24102221,33.8118059,-118.3140561
CL23261853,34.09461720000001,-118.3789792
CROC24045057,33.6396332,-117.8117108
CRPTP2403008,32.8359824,-117.2258156
CRPW23118850,33.8807591,-118.199088
41068327,37.9740239,-122.2846094
CRIV23225957,34.0065123,-118.2524024
CRPI23039291,32.7678209,-117.1877566
CL23327535,34.0675217,-118.3648527
ME223034787,38.5680095,-121.4373244
ML81962562,37.3369808,-121.9850395
41057868,37.9311555,-122.0553705
SF423927891,37.7545658,-122.5026981
ME224036281,38.6027145,-121.453574
ML81933416,37.2303411,-121.8256794
ME223007231,38.5570813,-121.5048093
ML81955900,37.3617977,-121.8127084
CL24354379,34.0635104,-118.4295918
ML81955732,37.2203839,-121.8665481
CRIV24030712,33.9684137,-118.3162675
CRNDP2308251,33.2446511,-117.1191298
ME223115705,38.4531768,-121.3103528
CRNDP2406221,33.0110392,-117.0700365
41020259,37.8827162,-122.2591667
CL23288143,34.0823537,-118.3311006
ML81944035,36.6541302,-121.6430302
CRP1-17530,34.1292288,-118.2248099
ML81965314,37.2459505,-121.9128229
CRNDP2400670,32.71084160000001,-117.1550136
SF424011962,37.77075,-122.4395472
CRPW22093767,33.7593232,-118.1409746
ML81911008,37.22977640000001,-121.7911186
CRIG23148844,33.86952309999999,-117.474035
41023404,37.8325678,-122.2224058
ML81952853,37.2681707,-121.8557496
41034370,37.8054706,-122.2172418
CL24366331,34.0702407,-118.1926019
CRSB22235469,34.0567365,-118.3033816
CROC22229009,33.7262222,-118.003432
CRDW23225534,33.9488122,-118.2360848
41063610,37.8219301,-122.2011998
CROC23036089,34.0202494,-118.1393387
CRDW22238233,33.9557802,-118.2797138
CL24396431,34.05790150000001,-118.3728119
41049555,37.3578425,-121.8864208
CRPW23147644,34.1152269,-118.2385229
ML81924744,37.2712171,-121.8370602
ML81930785,37.2617227,-121.93976
41023847,37.8473134,-122.2582043
ML81951370,37.3588659,-121.8322512
ME224037918,38.7274651,-121.0962093
CROC23109033,33.6596794,-117.9961456
CL24379187,34.1227761,-118.2278972
CRNDP2305275,32.79226,-117.156349
CROC23226624,33.6845451,-117.7269884
CRPTP2403025,32.7019109,-117.0442073
CROC24121684,34.2682123,-117.2003406
ML81928639,37.7527326,-122.4648654
41043519,37.8057372,-122.2254276
41013624,37.7408296,-122.1534993
CROC23103082,33.6084962,-117.7440883
ML81922153,37.2558497,-121.8401852
CRPW23010067,33.9908314,-118.2753769
SF424007915,37.8043949,-122.4041607
SF423730974,37.7865749,-122.4844617
SF423919345,37.799914,-122.4216217
CROC23021535,34.1322435,-118.2669804
CROC22010521,33.520805,-117.092151
ML81943664,37.1993189,-121.8291119
CRPW23114734,33.7681967,-118.0812899
CRCV24104359,34.0152959,-118.1617842
ML81917228,37.3400599,-121.923558
41019219,37.8313262,-122.2093412
ML81958253,37.4041191,-121.8756616
ML81947447,37.26620279999999,-121.8541721
ML81920299,37.4148178,-121.8728521
CRSW23153476,33.5828975,-117.1077907
ML81927068,37.34928439999999,-121.9291226
BA323020827,38.4512636,-122.6210341
CRNDP2406079,32.8396726,-117.2104012
CRV1-23557,34.2735431,-119.175139
41035620,37.3819861,-121.8847075
CROC23131003,33.6157321,-117.7358928
41058090,37.90205950000001,-122.2727181
CRSB23106528,34.01752430000001,-118.4315116
SF423906918,37.7329893,-122.4395748
SF424005207,37.7992047,-122.4245246
CRNDP2402410,32.7289768,-117.1131164
SF423925420,37.73953789999999,-122.4694659
41034761,37.9030304,-122.0584378
CROC23169180,33.6138057,-117.744183
CL24415291,34.1252894,-118.268719
ML81925284,37.2649892,-121.7975925
SF422693497,37.7536799,-122.3904145
41055357,37.8745705,-122.0800787
ME223109117,37.7740977,-122.1737545
41036506,37.7854474,-122.2036632
41004621,37.832159,-122.2707972
CRSW23042224,33.5617466,-117.0070367
CRPW24144521,33.7174525,-117.7412589
ML81975497,37.2396031,-121.8094903
ML81955140,37.2864391,-121.8802078
CRDW23053190,34.0079532,-118.2531729
ML81969208,37.2722143,-121.8860784
CRIV23066939,33.8776176,-117.3152971
CRIV24074630,33.8793953,-117.3469168
ML81949256,37.2566611,-121.8213318
CROC24059724,33.708515,-117.745872
CROC23175271,33.6242042,-117.8132473
41059406,37.7759759,-122.1949952
CRSR22255375,34.13291600000001,-118.2345792
41041332,37.9053421,-121.7190488
CL23261283,34.0848559,-118.36999
ML81930582,38.81048010000001,-121.2312768
CROC22203533,33.6971869,-117.7312872
CREV24079655,34.0449499,-117.044266
CRPTP2401157,33.0038787,-117.0924177
CL22225123,34.0437982,-118.4607013
CRNDP2304576,33.1662968,-117.3218841
41021074,37.82054460000001,-122.1907367
CRWS23149099,33.9513476,-118.265911
ML81946923,37.2672621,-121.855959
CRPTP2400391,32.586343,-117.038774
ML81923528,37.2579678,-121.9043674
CL23233445,34.0680103,-118.4575038
ML81953255,37.737541,-122.4579548
CL24349119,34.0562587,-118.3532027
CL23301823,34.0560972,-118.3260947
ML81957540,37.2986839,-121.9378935
41025015,37.83594650000001,-122.2161951
ML81964131,37.9945571,-122.3483446
BA323007410,38.4925879,-122.7099662
CL23253583,36.778261,-119.4179324
ME223040181,38.50137429999999,-121.538784
SF424025795,37.7618649,-122.4479513
CROC23058869,33.6500567,-117.7798923
ME223005464,38.5470456,-121.4321316
CL23297691,33.831654,-116.4984321
SF423725759,37.7358025,-122.4159583
CRPW23219013,34.0833491,-118.1706385
CRSR23035279,33.9122725,-118.2601579
ME223017048,38.6404059,-121.5135824
CROC23109638,33.63796,-117.8184935
41035253,37.8577736,-122.068813
SF423738259,37.73970120000001,-122.4703031
CRPW22045703,34.1677624,-118.1299423
CROC24028885,33.7701187,-118.1450919
CL24361151,34.0410618,-118.3971327
CRV1-25192,34.1639914,-118.634999
SF423906687,37.7482424,-122.4894681
BA323001252,38.3056925,-122.3420232
CL23299383,34.1200814,-118.2332118
CRSB24075985,33.792397,-118.337178
CRPTP2400490,32.5605997,-117.0721428
41063686,37.9173414,-122.0567862
CL23342187,34.0693582,-118.3224508
ME224031162,38.6178844,-121.4081817
41046350,37.79743070000001,-122.1927621
CL24389353,34.0070861,-118.297159
ML81912834,37.295779,-122.0081987
41040564,37.796743,-122.2282962
CROC23097806,33.6029511,-117.7337996
CL23242817,33.9688511,-118.3027205
CRPW22251265,34.1337867,-118.3448098
ML81967290,37.22823870000001,-121.9022615
CRSR23036481,34.1632962,-118.4592921
41061840,37.7623079,-122.1581673
SF423907085,37.7910262,-122.4136476
41038311,37.8331883,-122.2012873
CL23341275,34.0398426,-118.453875
CRSB23156098,33.8783679,-118.3367492
CL23318503,34.1189382,-118.3835494
CL23294845,34.0588157,-118.305727
ML81913667,37.33444660000001,-121.8714769
CL23289625,34.0802467,-118.3311378
ME223011321,38.6395093,-121.5367382
ME223029055,38.6455839,-121.5357771
CL23249819,33.9711612,-118.399124
CRPTP2303818,32.5825645,-117.1189517
CRRS23034799,33.7662273,-118.1875609
CRMB24109212,34.0809159,-118.1678673
SF423761239,37.7357731,-122.4369528
ML81941189,37.3538155,-121.7983155
CRLG23169781,33.4865116,-117.6989174
CRPTP2401069,32.7437587,-117.069315
ML81932159,37.2246992,-121.8715153
ML81919726,37.3371137,-121.9454651
CROC23044427,33.6105041,-117.7455721
SF423716524,37.7480972,-122.4509156
ML81935705,37.3258487,-121.798271
SF424013798,37.778273,-122.500398
SF423728191,37.7932276,-122.4089102
SF424043702,37.75122400000001,-122.425476
SF424050751,37.7440645,-122.4318185
SF424047395,37.7995003,-122.4305756
ML81974117,37.3756989,-122.0520494
CRGD24080871,34.1761176,-118.4320996
ME223117748,38.5674764,-121.4539426
CL24349973,34.0475393,-118.4271783
CL22169083,34.0747051,-118.3893394
ME223094113,36.778261,-119.4179324
ML81932057,37.317429,-121.9945873
CL24399067,34.0770265,-118.2554301
CRPTP2400927,32.7858627,-117.1916464
ME223040534,38.5456353,-121.4848398
41048078,37.8805527,-122.0827562
BA323047876,38.0165775,-122.5586481
CRNDP2403228,33.1617536,-117.2582977
SF423738289,37.7449362,-122.4127362
CL23315273,34.05529569999999,-118.4783902
41034830,37.7764749,-122.1985365
CL23269091,34.0510223,-118.4390076
CRPW23070832,33.8500173,-118.1719325
SF423754630,37.7974636,-122.4198232
ML81973808,37.3465045,-121.8748284
CL23280991,34.046974,-118.4621337
BA323037720,38.44092390000001,-122.1920729
41038584,37.762881,-122.1290445
CRCV23186232,34.0915606,-118.1996863
ME223099266,38.5859177,-121.3539023
CL23281843,34.0284903,-118.3100621
CL23228581,34.0703976,-118.4634868
SF423906972,37.7896479,-122.3953713
ML81935733,37.23787009999999,-121.882268
CL23282273,34.1193751,-118.3406473
